Postcode;Plaatsnaam;Gemeentecode;Gemeente;Provinciecode;Provincie;Zorgkantoorcode;Zorgkantoor;Rechtspersoon
1000;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1001;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1003;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1005;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1006;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1007;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1008;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1009;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1011;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1012;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1013;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1014;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1015;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1016;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1017;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1018;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1019;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1020;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1021;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1022;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1023;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1024;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1025;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1026;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1027;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1028;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1030;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1031;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1032;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1033;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1034;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1035;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1036;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1037;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1040;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1041;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1042;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1043;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1044;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1045;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1046;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1047;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1051;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1052;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1053;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1054;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1055;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1056;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1057;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1058;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1059;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1060;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1061;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1062;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1063;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1064;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1065;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1066;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1067;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1068;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1069;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1070;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1071;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1072;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1073;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1074;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1075;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1076;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1077;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1078;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1079;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1080;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1081;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1082;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1083;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1086;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1087;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1090;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1091;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1092;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1093;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1094;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1095;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1096;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1097;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1098;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1099;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1100;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1101;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1102;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1103;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1104;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1105;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1106;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1107;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1108;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1109;AMSTERDAM         ;363;AMSTERDAM               ;L;Noord-Holland;5515;AMSTERDAM;Agis
1110;DIEMEN            ;384;DIEMEN                  ;L;Noord-Holland;5515;AMSTERDAM;Agis
1111;DIEMEN            ;384;DIEMEN                  ;L;Noord-Holland;5515;AMSTERDAM;Agis
1112;DIEMEN            ;384;DIEMEN                  ;L;Noord-Holland;5515;AMSTERDAM;Agis
1113;DIEMEN            ;384;DIEMEN                  ;L;Noord-Holland;5515;AMSTERDAM;Agis
1114;AMSTERDAM DUIVENDR;437;OUDER-AMSTEL            ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1115;DUIVENDRECHT      ;437;OUDER-AMSTEL            ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1117;SCHIPHOL          ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1118;SCHIPHOL          ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1119;SCHIPHOL RYK      ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1120;LANDSMEER         ;415;LANDSMEER               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1121;LANDSMEER         ;415;LANDSMEER               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1127;DEN ILP           ;415;LANDSMEER               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1130;VOLENDAM          ;385;EDAM-VOLENDAM           ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1131;VOLENDAM          ;385;EDAM-VOLENDAM           ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1132;VOLENDAM          ;385;EDAM-VOLENDAM           ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1135;EDAM              ;385;EDAM-VOLENDAM           ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1140;MONNICKENDAM      ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1141;MONNICKENDAM      ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1145;KATWOUDE          ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1150;BROEK IN WATERLAND;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1151;BROEK IN WATERLAND;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1153;ZUIDERWOUDE       ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1154;UITDAM            ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1156;MARKEN            ;852;WATERLAND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1160;ZWANENBURG        ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1161;ZWANENBURG        ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1165;HALFWEG NH        ;393;HAARLEMMERLIEDE CA      ;L;Noord-Holland;5513;KENNEMERLAND;Achmea
1170;BADHOEVEDORP      ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1171;BADHOEVEDORP      ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1175;LYNDEN            ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1180;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1181;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1182;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1183;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1184;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1185;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1186;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1187;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1188;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1189;AMSTELVEEN        ;362;AMSTELVEEN              ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1190;OUDERKERK AMSTEL  ;437;OUDER-AMSTEL            ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1191;OUDERKERK AMSTEL  ;437;OUDER-AMSTEL            ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1200;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1201;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1202;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1211;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1212;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1213;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1214;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1215;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1216;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1217;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1218;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1221;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1222;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1223;HILVERSUM         ;402;HILVERSUM               ;L;Noord-Holland;5511;'T GOOI;Agis
1230;LOOSDRECHT        ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1231;LOOSDRECHT        ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1241;KORTENHOEF        ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1243;S GRAVELAND       ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1244;ANKEVEEN          ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1250;LAREN NH          ;417;LAREN                   ;L;Noord-Holland;5511;'T GOOI;Agis
1251;LAREN NH          ;417;LAREN                   ;L;Noord-Holland;5511;'T GOOI;Agis
1252;LAREN NH          ;417;LAREN                   ;L;Noord-Holland;5511;'T GOOI;Agis
1260;BLARICUM          ;376;BLARICUM                ;L;Noord-Holland;5511;'T GOOI;Agis
1261;BLARICUM          ;376;BLARICUM                ;L;Noord-Holland;5511;'T GOOI;Agis
1270;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1271;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1272;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1273;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1274;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1275;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1276;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1277;HUIZEN            ;406;HUIZEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1300;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1301;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1302;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1303;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1305;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1309;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1311;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1312;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1313;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1314;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1315;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1316;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1317;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1318;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1319;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1320;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1321;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1322;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1323;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1324;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1325;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1326;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1327;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1328;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1329;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1331;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1332;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1333;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1334;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1335;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1336;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1338;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1339;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1341;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1343;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1349;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1351;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1352;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1353;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1354;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1355;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1356;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1357;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1358;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1359;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1361;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1362;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1363;ALMERE            ;34;ALMERE                  ;X;Flevoland;5511;'T GOOI;Agis
1380;WEESP             ;457;WEESP                   ;L;Noord-Holland;5511;'T GOOI;Agis
1381;WEESP             ;457;WEESP                   ;L;Noord-Holland;5511;'T GOOI;Agis
1382;WEESP             ;457;WEESP                   ;L;Noord-Holland;5511;'T GOOI;Agis
1383;WEESP             ;457;WEESP                   ;L;Noord-Holland;5511;'T GOOI;Agis
1390;ABCOUDE           ;736;DE RONDE VENEN          ;M;Utrecht;5509;UTRECHT;Agis
1391;ABCOUDE           ;736;DE RONDE VENEN          ;M;Utrecht;5509;UTRECHT;Agis
1393;NIGTEVECHT        ;1904;STICHTSE VECHT          ;M;Utrecht;5509;UTRECHT;Agis
1394;NEDERHORST D BERG ;1696;WIJDEMEREN              ;L;Noord-Holland;5511;'T GOOI;Agis
1396;BAAMBRUGGE        ;736;DE RONDE VENEN          ;M;Utrecht;5509;UTRECHT;Agis
1398;MUIDEN            ;424;MUIDEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1399;MUIDERBERG        ;424;MUIDEN                  ;L;Noord-Holland;5511;'T GOOI;Agis
1400;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1401;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1402;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1403;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1404;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1405;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1406;BUSSUM            ;381;BUSSUM                  ;L;Noord-Holland;5511;'T GOOI;Agis
1410;NAARDEN           ;425;NAARDEN                 ;L;Noord-Holland;5511;'T GOOI;Agis
1411;NAARDEN           ;425;NAARDEN                 ;L;Noord-Holland;5511;'T GOOI;Agis
1412;NAARDEN           ;425;NAARDEN                 ;L;Noord-Holland;5511;'T GOOI;Agis
1420;UITHOORN          ;451;UITHOORN                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1421;UITHOORN          ;451;UITHOORN                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1422;UITHOORN          ;451;UITHOORN                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1423;UITHOORN          ;451;UITHOORN                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1424;DE KWAKEL         ;451;UITHOORN                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1426;DE HOEF           ;736;DE RONDE VENEN          ;M;Utrecht;5509;UTRECHT;Agis
1427;AMSTELHOEK        ;736;DE RONDE VENEN          ;M;Utrecht;5509;UTRECHT;Agis
1428;VROUWENAKKER      ;569;NIEUWKOOP               ;H;Zuid-Holland;5517;ZUID-HOLLAND NOORD;ZorgZekerheid
1430;AALSMEER          ;358;AALSMEER                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1431;AALSMEER          ;358;AALSMEER                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1432;AALSMEER          ;358;AALSMEER                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1433;KUDELSTAART       ;358;AALSMEER                ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1435;RYSENHOUT         ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1436;AALSMEERDERBRUG   ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1437;ROZENBURG NH      ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1438;OUDE MEER         ;394;HAARLEMMERMEER          ;L;Noord-Holland;5516;AMSTELLAND EN DE MEERLANDEN;ZorgZekerheid
1440;PURMEREND         ;439;PURMEREND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1441;PURMEREND         ;439;PURMEREND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
1442;PURMEREND         ;439;PURMEREND               ;L;Noord-Holland;5514;ZAANSTREEK/WATERLAND;Achmea
