Postcode;Plaatsnaam;Gemeentecode;Gemeente;Provinciecode;Provincie;Zorgkantoorcode;Zorgkantoor;Rechtspersoon
7535;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7536;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7541;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7542;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7543;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7544;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7545;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7546;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7547;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7548;ENSCHEDE          ;153;ENSCHEDE                ;E;Overijssel;5505;TWENTE;Menzis
7550;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7551;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7552;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7553;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7554;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7555;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7556;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7557;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7558;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7559;HENGELO OV        ;164;HENGELO                 ;E;Overijssel;5505;TWENTE;Menzis
7561;DEURNINGEN        ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7562;DEURNINGEN        ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7570;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7571;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7572;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7573;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7574;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7575;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7576;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7577;OLDENZAAL         ;173;OLDENZAAL               ;E;Overijssel;5505;TWENTE;Menzis
7580;LOSSER            ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7581;LOSSER            ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7582;LOSSER            ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7585;GLANE             ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7586;OVERDINKEL        ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7587;DE LUTTE          ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7588;BEUNINGEN OV      ;168;LOSSER                  ;E;Overijssel;5505;TWENTE;Menzis
7590;DENEKAMP          ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7591;DENEKAMP          ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7595;WEERSELO          ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7596;ROSSUM OV         ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7597;SAASVELD          ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7600;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7601;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7602;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7603;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7604;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7605;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7606;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7607;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7608;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7609;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7610;ALMELO            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7611;AADORP            ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7614;MARIAPAROCHIE     ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7615;HARBRINKHOEK      ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7620;BORNE             ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7621;BORNE             ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7622;BORNE             ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7623;BORNE             ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7625;ZENDEREN          ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7626;HERTME            ;147;BORNE                   ;E;Overijssel;5505;TWENTE;Menzis
7627;BORNERBROEK       ;141;ALMELO                  ;E;Overijssel;5505;TWENTE;Menzis
7630;OOTMARSUM         ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7631;OOTMARSUM         ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7634;TILLIGTE          ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7635;LATTROP BREKLENK  ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7636;AGELO             ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7637;OUD OOTMARSUM     ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7638;NUTTER            ;1774;DINKELLAND              ;E;Overijssel;5505;TWENTE;Menzis
7640;WIERDEN           ;189;WIERDEN                 ;E;Overijssel;5505;TWENTE;Menzis
7641;WIERDEN           ;189;WIERDEN                 ;E;Overijssel;5505;TWENTE;Menzis
7642;WIERDEN           ;189;WIERDEN                 ;E;Overijssel;5505;TWENTE;Menzis
7645;HOGE HEXEL        ;189;WIERDEN                 ;E;Overijssel;5505;TWENTE;Menzis
7650;TUBBERGEN         ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7651;TUBBERGEN         ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7660;VASSE             ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7661;VASSE             ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7662;HEZINGEN          ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7663;MANDER            ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7664;MANDERVEEN        ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7665;ALBERGEN          ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7666;FLERINGEN         ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7667;REUTUM            ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7668;HAARLE GEM TUBBERG;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7670;VRIEZENVEEN       ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7671;VRIEZENVEEN       ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7672;VRIEZENVEEN       ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7675;BRUINEHAAR        ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7676;WESTERH VRIEZENV W;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7678;GEESTEREN OV      ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7679;LANGEVEEN         ;183;TUBBERGEN               ;E;Overijssel;5505;TWENTE;Menzis
7680;VROOMSHOOP        ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7681;VROOMSHOOP        ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7683;DEN HAM OV        ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7685;BEERZERVELD       ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7686;GEERDYK           ;1700;TWENTERAND              ;E;Overijssel;5505;TWENTE;Menzis
7687;DAARLERVEEN       ;163;HELLENDOORN             ;E;Overijssel;5505;TWENTE;Menzis
7688;DAARLE            ;163;HELLENDOORN             ;E;Overijssel;5505;TWENTE;Menzis
7690;BERGENTHEIM       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7691;BERGENTHEIM       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7692;MARIENBERG        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7693;SIBCULO           ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7694;KLOOSTERHAAR      ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7695;BRUCHTERVELD      ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7696;BRUCHT            ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7700;DEDEMSVAART       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7701;DEDEMSVAART       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7702;DEDEMSVAART       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7705;DROGTEROPSLAGEN   ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7707;BALKBRUG          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7710;NIEUWLEUSEN       ;148;DALFSEN                 ;E;Overijssel;5504;ZWOLLE;Achmea
7711;NIEUWLEUSEN       ;148;DALFSEN                 ;E;Overijssel;5504;ZWOLLE;Achmea
7715;PUNTHORST         ;180;STAPHORST               ;E;Overijssel;5504;ZWOLLE;Achmea
7720;DALFSEN           ;148;DALFSEN                 ;E;Overijssel;5504;ZWOLLE;Achmea
7721;DALFSEN           ;148;DALFSEN                 ;E;Overijssel;5504;ZWOLLE;Achmea
7722;DALFSEN           ;148;DALFSEN                 ;E;Overijssel;5504;ZWOLLE;Achmea
7730;OMMEN             ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7731;OMMEN             ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7734;VILSTEREN         ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7735;ARRIEN            ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7736;BEERZE            ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7737;STEGEREN          ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7738;WITHAREN          ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7739;VINKENBUURT       ;175;OMMEN                   ;E;Overijssel;5504;ZWOLLE;Achmea
7740;COEVORDEN         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7741;COEVORDEN         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7742;COEVORDEN         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7750;DALEN             ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7751;DALEN             ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7753;DALERPEEL         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7754;WACHTUM           ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7755;DALERVEEN         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7756;STIELTJESKANAAL   ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7760;SCHOONEBEEK       ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7761;SCHOONEBEEK       ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7764;ZANDPOL           ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7765;WEITEVEEN         ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7766;NIEUW SCHOONEBEEK ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7770;HARDENBERG        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7771;HARDENBERG        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7772;HARDENBERG        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7773;HARDENBERG        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7775;LUTTEN            ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7776;SLAGHAREN         ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7777;SCHUINESLOOT      ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7778;LOOZEN            ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7779;HOLTHONE          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7781;DE KRIM           ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7782;DE KRIM           ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7783;GRAMSBERGEN       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7784;ANE               ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7785;ANEVELDE          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7786;DEN VELDE         ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7787;HOLTHEME          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7788;ANERVEEN          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7791;RADEWYK           ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7792;VENEBRUGGE        ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7793;HOOGENWEG         ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7794;RHEEZE            ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7795;DIFFELEN          ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7796;HEEMSERVEEN       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7797;RHEEZERVEEN       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7798;COLLENDOORN       ;160;HARDENBERG              ;E;Overijssel;5504;ZWOLLE;Achmea
7800;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7801;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7811;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7812;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7813;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7814;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7815;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7821;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7822;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7823;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7824;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7825;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7826;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7827;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7828;EMMEN             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7830;NIEUW WEERDINGE   ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7831;NIEUW WEERDINGE   ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7833;NIEUW AMSTERDAM   ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7840;SLEEN             ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7841;SLEEN             ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7842;DIPHOORN          ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7843;ERM               ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7844;VEENOORD          ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7845;HOLSLOOT          ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7846;NOORD SLEEN       ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7847;T HAANTJE         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7848;SCHOONOORD        ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7849;DE KIEL           ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7851;ZWEELOO           ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7852;WEZUP             ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7853;WEZUPERBRUG       ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7854;AALDEN            ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7855;MEPPEN            ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7856;BENNEVELD         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7858;EESERVEEN         ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7859;EESERVEEN         ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7860;OOSTERHESSELEN    ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7861;OOSTERHESSELEN    ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7863;GEES              ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7864;ZWINDEREN         ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7871;KLYNDYK           ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7872;VALTHE            ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7873;ODOORN            ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7874;ODOORNERVEEN      ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7875;EXLOO             ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7876;VALTHERMOND       ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7877;2E VALTHERMOND    ;1681;BORGER-ODOORN           ;D;Drenthe;5503;DRENTHE;Achmea
7880;EMMER COMPASCUUM  ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7881;EMMER COMPASCUUM  ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7884;BARGER COMPASCUUM ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7885;NIEUW DORDRECHT   ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7887;ERICA             ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7889;KLAZIENAVEEN NOORD;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7890;KLAZIENAVEEN      ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7891;KLAZIENAVEEN      ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7892;KLAZIENAVEEN      ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7894;ZWARTEMEER        ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7895;ROSWINKEL         ;114;EMMEN                   ;D;Drenthe;5503;DRENTHE;Achmea
7900;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7901;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7902;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7903;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7904;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7905;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7906;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7907;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7908;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7909;HOOGEVEEN         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7910;NIEUWEROORD       ;1731;MIDDEN-DRENTHE          ;D;Drenthe;5503;DRENTHE;Achmea
7911;NIEUWEROORD       ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7912;NIEUWEROORD       ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7913;HOLLANDSCHEVELD   ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7914;NOORDSCHESCHUT    ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7915;ALTEVEER HOOGEVEEN;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7916;ELIM              ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7917;GEESBRUG          ;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7918;NIEUWLANDE        ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7920;ZUIDWOLDE DR      ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7921;ZUIDWOLDE DR      ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7924;VEENINGEN         ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7925;LINDE DR          ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7926;KERKENVELD        ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7927;ALTEVEER DE WOLDEN;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7928;STUIFZAND GEM M DR;1731;MIDDEN-DRENTHE          ;D;Drenthe;5503;DRENTHE;Achmea
7929;NIEUWLANDE COEVORD;109;COEVORDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7931;FLUITENBERG       ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7932;ECHTEN DR         ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7933;PESSE             ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7934;STUIFZAND         ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7935;EURSINGE DE WOLDEN;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7936;TIENDEVEEN        ;118;HOOGEVEEN               ;D;Drenthe;5503;DRENTHE;Achmea
7937;TIENDEVEEN        ;1731;MIDDEN-DRENTHE          ;D;Drenthe;5503;DRENTHE;Achmea
7938;NIEUW BALINGE     ;1731;MIDDEN-DRENTHE          ;D;Drenthe;5503;DRENTHE;Achmea
7940;MEPPEL            ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7941;MEPPEL            ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7942;MEPPEL            ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7943;MEPPEL            ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7944;MEPPEL            ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7946;WANNEPERVEEN      ;1708;STEENWIJKERLAND         ;E;Overijssel;5504;ZWOLLE;Achmea
7948;NYEVEEN           ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7949;ROGAT             ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7950;STAPHORST         ;180;STAPHORST               ;E;Overijssel;5504;ZWOLLE;Achmea
7951;STAPHORST         ;180;STAPHORST               ;E;Overijssel;5504;ZWOLLE;Achmea
7954;ROUVEEN           ;180;STAPHORST               ;E;Overijssel;5504;ZWOLLE;Achmea
7955;YHORST            ;180;STAPHORST               ;E;Overijssel;5504;ZWOLLE;Achmea
7957;DE WYK            ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7958;KOEKANGE          ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7960;RUINERWOLD        ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7961;RUINERWOLD        ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7963;RUINEN            ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7964;ANSEN             ;1690;DE WOLDEN               ;D;Drenthe;5503;DRENTHE;Achmea
7965;BROEKHUIZEN DR    ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7966;DE SCHIPHORST     ;119;MEPPEL                  ;D;Drenthe;5503;DRENTHE;Achmea
7970;HAVELTE           ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7971;HAVELTE           ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7973;DARP              ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7974;HAVELTERBERG      ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7975;UFFELTE           ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7980;DIEVER            ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7981;DIEVER            ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7983;WAPSE             ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
7984;DIEVERBRUG        ;1701;WESTERVELD              ;D;Drenthe;5503;DRENTHE;Achmea
